File Name,Status,Score,Triggered Flags
file_958_sbs_iehost.dll,BENIGN,7.23,"F3, F9, F11"
file_959_sbs_microsoft.jscript.dll,BENIGN,-10.0,"F1, F9"
file_95_Microsoft.PowerShell.ConsoleHost.Resources.dll,BENIGN,-10.0,"F1, F9"
file_960_sbs_microsoft.vsa.vb.codedomprocessor.dll,BENIGN,7.23,"F3, F9, F11"
file_961_sbs_mscordbi.dll,BENIGN,-10.0,"F1, F9"
file_962_sbs_mscorrc.dll,BENIGN,-10.0,"F1, F9"
file_963_sbs_mscorsec.dll,BENIGN,-10.0,"F1, F9"
file_964_sbs_system.configuration.install.dll,BENIGN,-10.0,"F1, F9"
file_965_sbs_system.data.dll,BENIGN,-10.0,"F1, F9"
file_966_sbs_system.enterpriseservices.dll,BENIGN,-10.0,"F1, F9"
file_967_sbs_VsaVb7rt.dll,BENIGN,7.23,"F3, F9, F11"
file_968_sbs_wminet_utils.dll,BENIGN,-10.0,"F1, F9"
file_969_SharedReg12.dll,BENIGN,-10.0,"F1, F9"
file_96_Microsoft.PowerShell.Security.dll,BENIGN,-10.0,"F1, F9"
file_970_mscormmc.dll,BENIGN,6.91,"F3, F9, F11"
file_971_AppLaunch.exe,BENIGN,8.68,"F3, F9, F11"
file_972_aspnet_compiler.exe,BENIGN,-10.0,"F1, F9"
file_973_aspnet_regbrowsers.exe,BENIGN,-10.0,"F1, F9"
file_974_aspnet_regiis.exe,BENIGN,7.93,"F3, F9, F11"
file_975_aspnet_regsql.exe,BENIGN,4.87,"F3, F9, F11"
file_976_aspnet_state.exe,BENIGN,8.76,"F3, F9, F11"
file_977_aspnet_wp.exe,BENIGN,9.56,"F3, F9, F11"
file_978_CasPol.exe,BENIGN,-10.0,"F1, F9"
file_979_csc.exe,BENIGN,6.93,"F3, F9, F11"
file_97_Microsoft.PowerShell.Security.Resources.dll,BENIGN,-10.0,"F1, F9"
file_980_cvtres.exe,BENIGN,8.79,"F3, F9, F11"
file_981_dfsvc.exe,BENIGN,-10.0,"F1, F9"
file_982_dw20.exe,BENIGN,8.03,"F3, F9, F11"
file_983_IEExec.exe,BENIGN,-3.07,"F1, F3, F9"
file_984_ilasm.exe,BENIGN,9.31,"F3, F9, F11"
file_985_InstallUtil.exe,BENIGN,-10.0,"F1, F9"
file_986_jsc.exe,BENIGN,-10.0,"F1, F9"
file_987_MSBuild.exe,BENIGN,-2.71,"F1, F3, F9"
file_988_mscorsvw.exe,BENIGN,8.49,"F3, F9, F11"
file_989_ngen.exe,BENIGN,8.42,"F3, F9, F11"
file_98_Microsoft.Transactions.Bridge.dll,BENIGN,4.37,"F3, F9, F11"
file_990_RegAsm.exe,BENIGN,-10.0,"F1, F9"
file_991_RegSvcs.exe,BENIGN,-10.0,"F1, F9"
file_992_regtlibv12.exe,BENIGN,4.61,"F3, F11"
file_993_vbc.exe,BENIGN,8.05,"F3, F9, F11"
file_994_Accessibility.dll,BENIGN,-2.78,"F1, F3, F9"
file_995_AdoNetDiag.dll,BENIGN,8.91,"F3, F9, F11"
file_996_alink.dll,BENIGN,17.8,"F3, F9, F11"
file_997_AspNetMMCExt.dll,BENIGN,-3.32,"F1, F3, F9"
file_998_aspnet_filter.dll,BENIGN,16.78,"F3, F9, F11"
file_999_aspnet_isapi.dll,BENIGN,8.05,"F3, F9, F11"
file_99_Microsoft.VisualBasic.dll,BENIGN,4.68,"F3, F9, F11"
file_9_TbtP2pShortcutService.exe,BENIGN,55.81,"F3, F6, F9, F11"

Average Score,,18.66,
